question_title,question_author,question_date,question_content,url,scraped_at,answer_number,doctor_name,answer_date,answer_content
No Title,Anonymous,Unknown,"Alo dokter saya mau nanya tentang mata, di sebelah kanan mata saya terdapat kotoran yang sudah sangat lama menempel, kata ayah saya dulu itu kotoran kelapa sawit sudah 10 tahun masih tetap nempel di mata saya, nah dok jadi gimana ngeluarkan kotoran nya? trs kalau gk dikeluar kan apa resiko nya terima kasih selamat malam",https://www.alodokter.com/komunitas/topic/kotoran-mata-2,2025-11-10T12:27:05.334269,1,dr. Radhianie Djan,"26 Maret 2017, 18:59","Hai,

Pertama-tama, saya ingin mengucapkan terima kasih telah memberikan pertanyaan di Alodokter.com. Saya dr. Radhianie Djan akan mencoba membantu menjawab pertanyaan anda.

Â

Keluarnya kotoran pada mata merupakan hal yang normal atau wajar jika tidak berlebihan yang berfungsi untuk memproteksi mata terhadap benda asing seperti kuman, debu, dll. Jika tidak disertai dengan gejala lainnya sepertiÂ mata merah, berair, mata terasa mengganjal maka bukan suatu hal yang perlu dikhawatirkan kecuali jika disertai dengan keluhan lain maka penanganan yang tepat dapat diberikan sesuai dengan penyebabnya.

Kotoran mata normal dijumpai pada pagi hari saat Anda bangun tidur, ini merupakan mekanisme pembersihan normal pada mata. Umumnya sekret atau kotoran yang keluar tidak lengket, tidak berwarna hijau atau kuning dan tidak disertai mata merah. Kotoran mata juga dapat muncul jika Anda mengalami iritasi, misalnya saat terkena debu, asap, terus-menerus di ruangan ber-AC. Kondisi ini dapat diatasi dengan pemberian obat tetes mata yang mengatasi iritasi. Jika gejala membaik, Anda tidak perlu merisaukannya.

Kunjungi dokter spesialis mata jika Anda mengalami kotoran mata:

Â·Â Â Â Â Â Â Â  berwarna kuning, hijau atau lengket

Â·Â Â Â Â Â Â Â  gatal pada mata

Â·Â Â Â Â Â Â Â  disertai mata merah

Â·Â Â Â Â Â Â Â  disertai pandangan buram

Â

Akan tetapi, kami menyarankan sebaiknya andaÂ bertemu dengan tenaga medis terutama dokter spesialis mata.Â Dokter akan melakukan wawancara medis, pemeriksaan fisik dan pemeriksaan lanjutan agar dapat mengetahui lebih jelas penyebab dari keluhan yang Anda alami.Â

Â Â

Sekian informasi yang dapat kami sampaikan, semoga informasi ini dapat bermanfaat untuk mengatasi keluhan anda.

Â

Salam,

dr. Radhianie Djan, BMedSc

Â"
No Title,Anonymous,Unknown,"Dok saya mau tanya kenapa ya akhir akhir ini mata saya terasa bergetar/kedip2 (dari dalam mata)
waktu saya cek di cermin ternyata mata saya tidak berkedip2 seperti yg saya rasakan.",https://www.alodokter.com/komunitas/topic/mata-berkedip-kedip,2025-11-10T12:27:08.690339,1,dr. Pratiwi Rapih Astuti Natsir,"26 Maret 2017, 17:49","Halo Alkeysin,Â

Terima kasih atas pertanyannya,Â

Adanya keluhan mata bergetar atau berkedip merupakan keluhan mata berkedut yang umum dapat dialami oleh semua orang. Adanya keluhan mata kedutan ini secara medis disebut blefarospasme ini dapat berupa gejala ringan yang dapat hilang dengan istirahat, namun dapat juga berupa gejala dari masalah medis yang cukup serius terutama masalah saraf. Mata kedutan dapat berupa adanya merasa berkedip atau terasa berdenyut di area mata dapat berlangsung beberapa menit, namun jika sudah cukup berat dapat berlangsung berhari-hari bahkan berbulan-bulan. Mata kedutan terbagi atas beberapa kondisi berdasarkan dari penyebabnya.

Ada yang disebut kedutan minor dimana kondisi ini tidak menimbulkan rasa nyeri ataupun bukan tanda adanya kondisi yang berbahaya. Adanya kedutan jenis ini lebih dipicu oleh kelelahan, kurang istirahat, stres yang berlebih, mengkonsumsi minuman dengan kadungan kafein dan alkohol yang berlebihan.Â

Selain itu, ada yang disebut blefarospasme esensial jinak. Kondisi ini dipengaruh oleh faktor genetik dan faktor lingkungan. Beberapa hal yang dapat memicu kondisi ini adalah adanya stres, kelelahan, mata kering, adanya paparan cahaya atau sinar yang sangat tering, adanya infeksi pada bagian mata, adanya sumbatan dari kelenjar pada kelopak mata atau kondisi kelopak mata yang menjorok ke bagian dalam mata.Â

Pada sebagain kasus yang cukup berat, kondisi kedutan pada mata disebabkan adanya kondisi medis saraf yang terganggu, ditandai dengan adanya kedutan yang berlangsung lama dan berlanjut pada bagian wajah. Segera hubungi dokter Anda agar dapat dirujuk ke dokter spesialis saraf untuk dilakukan pemeriksaan saraf pada Anda.Â

Jika kondisi kedipan atau kedutan yang Anda rasakan berlangsung dalam waktu sebentar mungkin lebih ke arah ringan. Hindari kelelahan pada mata, istirahat dengan cukup, hindari kekeringan mata dengan tidak terlalu lama berada di ruangan berAC dan menjaga hidrasi tubuh dengan mengkonsumsi air putih 8-10 gelas sehari. Namun, jika kedutan yang Anda rasakan sudah cukup lama dan disertai dengan gejala lain yang cukup mengganggu maka segera melakukan konsultasi dan pemeriksaan langsung oleh dokter.Â

Berikut artikel yang terkait

Mata kedutan sebagai tanda adanya penyakit saraf

Demikian yang bisa saya sampaikan, semoga bermafaat.

Salam, dr. Tiwi

Â"
No Title,Anonymous,Unknown,"Dok usia saya 23,mata minus 1 dan 1,5 tidak menggubakan kacamata.Sudah 2 bulan ini saya merasa mata saya berfloaters dan semakin banyak floaters berbentuk seperti titik titik air bening.Saya sudah periksa kedokter dan diperiksa menggunangan alat seperti senter dan dokter mengatakan retina saya aman dan menyarankan obat vitrolenta tetapi sampai saat ini saya belum berani untuk mencoba menggunakan obat tersebut.Yang ingin saya tanyakan apakah efek samping penggunaan vitrolenta dan mengapa floaters saya berwarna bening dan kadang seperti menyala atau seperti kunang2 saat terkena cahaya terang?",https://www.alodokter.com/komunitas/topic/mata-128,2025-11-10T12:27:13.005142,1,dr. Luh Putu Previyanti,"26 Maret 2017, 07:43","Terima kasih telah bertanya di Alodokter.com. Saya dr. Luh Putu Previyanti Dharma Putri siap membantu Anda.

Floaters adalah bayangan benda berukuran kecil hingga besar yang tampak melayang-layang pada penglihatan. Hal ini biasanya muncul saat melihat cahaya terang atau menatap warna dasar terlalu lama. Beberapa kondisi dapat menjadi penyebab floaters, yaitu :

• Usia tua

• Cedera yang melukai mata

• Rabun dekat

• Peradangan pada mata

• Infeksi pada mata

• Migrain

• dll

Jika Anda mengalami masalah floaters yang tidak biasa, sangat disarankan untuk menemui dokter spesialis mata. Pemeriksaan lanjutan seperti pemeriksaan fisik dan tes tonometri mungkin akan dianjurkan untuk mengetahui penyebab pasti dari keluhan Anda. Pada dasarnya kondisi ini tidak memerlukan penanganan khusus karena dapat hilang dengan sendirinya. Namun jika mengganggu penglihatan, maka terapi lain seperti terapi laser atau operasi vitrektomi mungkin akan dianjurkan oleh dokter setelah dilakukan pemeriksaan fisik. Oleh karena itu sebaiknya Anda rajin memeriksakan kesehatan mata minimal 2 tahun sekali untuk mengetahui kondisi mata Anda, hindari paparan sinar matahari atau sinar terang lainnya terlalu lama.

Semoga bermanfaat, dr.Previyanti"
No Title,Anonymous,Unknown,"dok mau nanya soal trauma mata,, ada kejadian mata yg terkena pukulan benda tumpul,, mata kanan memar dan mata kiri ngeluarin darah,, nah apakah ini harus dilakukan pembedahan atau operasi?? atau bagaimana dok??",https://www.alodokter.com/komunitas/topic/trauma-mata-2,2025-11-10T12:27:17.036208,1,dr. Luh Putu Previyanti,"25 Maret 2017, 23:04","Terima kasih telah bertanya di Alodokter.com. Saya dr. Luh Putu Previyanti Dharma Putri siap membantu Anda.

Trauma tumpul pada mata dapat menyebabkan gangguan pada struktur bola mata, berupa robekan, ataupun perdarahan yang dapat menyebabkan sumbatan yang kemudian menimbulkan peningkatan tekanan bola mata ataupun peradangan pada jaringan mata. Jika perdarahan yang terjadi diakibatkan oleh robeknya salah satu struktur mata, maka diperlukan operasi untuk memperbaikinya. Penanganan untuk trauma mata bergantung pada tingkat keparahan cedera yang ditimbulkannya dan juga kondisi terkini dari penderita. Oleh karena itu, sebaiknya Anda memeriksakan diri ke dokter agar dilakukan penanganan segera untuk mencegah kerusakan yang parah ataupun kebutaan.ÃÂ

Semoga bermanfaat, dr.Previyanti"
No Title,Anonymous,Unknown,"Dok, kepala sy sering pusing dn lihat objek jauh kabur. Setelah periksa mata di optik ternyata silinder 0,75 derajat 90. Tapi kenapa saat sy memakai kaca mata malah objek tulisannya jdi kabur atau bayangan dbawah tulisan dan pusing. Sedangkan saat melepas kacamata malah tulisan tsb agak jelas dr pda saat memakai kacamata. Apakah ini bentuk penyesuaian karena baru pertamakali pakai atau gmn dok?? Mohon penjelasannya.
Terimakasih",https://www.alodokter.com/komunitas/topic/mata-silinder-10,2025-11-10T12:27:21.119811,1,dr. Ulfi Umroni,"25 Maret 2017, 17:59","Salam,

Dari informasi yang Anda sampaikan, sebaiknya untuk pemeriksaan visus mata atau penglihatan mata, Anda sebaiknya memeriksakan diri dengan dokter spesialis mata untuk menentukan status visus mata kanan dan kiri. Dokter mata akan melakukan pemeriksaan untuk memastikan kondisi visus mata, selanjutnya memberikan resep nilai visus koreksi yang diperlukan untuk menyesuaikan gangguan penglihatan yang Anda alami.

Untuk saat ini, bila Anda sudah melakukan pemeriksaan visus, dan hasil pemeriksaan kaca mata seperti itu, dan setelah mendapatkan kacata mata, penglihatan Anda tampak tidak nyaman dan timbul bayangan, kemungkinan dapat disebabkan nilai koreksi dan kondisi lensa tidak sesuai.Â

Fokus kacamata mungkin tidak sesuai dengan fokus mata Anda, selain itu, adanya kesalahan pemeriksaan dan tehnik pemeriksaan juga dapat menjadi penyebab keluhan yang Anda rasakan.

Sebaiknya, Anda tidak menggunakan lensa kacamata ini sampai Anda bertemu dengan dokter spesialis mata. Dokter akan memastikan kesesuaian visus mata dan kacamata yang Anda gunakan. selain itu, dokter mungkin akan melakukan pemeriksaan lanjutan untuk memastikan kondisi visus Anda. Sehingga bila terkendala dengan ketidak sesuaian lensa, Anda dapat mengganti lensanya saja.

demikian info yang bisa kami sampaikan, baca jugaÂ rabun-jauh.

dr. Ulfi"
No Title,Anonymous,Unknown,"Hai dok, saya mau tanya soal kondisi mata anak saya yang masih bayi, usianya sekarang 3 minggu. Beberapa hari ini saya perhatikan matanya sering belekan, terutama waktu bangun tidur, beleknya agak kering dan kadang susah dibersihkan. Kadang juga matanya terlihat berair terus, tapi anak saya tetap aktif dan tidak rewel. Saya jadi khawatir, ini normal nggak ya untuk bayi baru lahir? Apa ini cuma kotoran biasa atau tanda infeksi? Perlu dikasih obat mata atau cukup dibersihkan pakai kapas hangat aja?",https://www.alodokter.com/komunitas/topic/apa-penyebab-mata-bayi-berusia-3-minggu-sering-belekan-,2025-11-10T12:27:24.965187,1,dr. Riza Marlina,"13 Agustus 2025, 16:28","Alo, selamat sore

Mata bayi belekan dapat dikatakan normal bila muncul pada kondisi tertentu misalnya saat bayi bangun tidur namun bila kotoran atau belek terus menerus muncul dan disertai gejala lain seperti mata beair, merah, bayi rewel maka bisa disebabkan oleh gangguan berupa infeksi pada mata. Nah untuk kondisi bayi bunda jika belekan hanya terjadi saat bangun tidur mungkin hal normal ya, namun jika terjadi terus menerus dan mata berair terus bisa saja mengarah kesuatu infeksi, bunda coba amati dan tangani dulu secara mandiri ya dengan cara :

• Siapkan kapas bersih dan basahi dengan air hangat

• Usap mata si kecil secara perlahan dari sudut mata bagian dalam ke sudut mata bagian luar, ganti kapas setiap 1 kali usapan

• Ulangi tindakan tersebut hingga mata si kecil bersih dari belek dan kerak

• Keringkan mata si kecil menggunakan handuk berbahan lembut atau kain lap bayi

• Segera cuci handuk atau kain lap tersebut menghindari kontaminasi

• Cuci tangan setelah dan sebelum membersihkan mata bayi

Jika dengan penanganan diatas, tidak membantu juga, maka anda bisa temui dokter secara langsung atau melakukan konsultasi dengan dokter melalui chat via aplikasia alodokter untuk mendapatkan penanganan lebih lanjut.

Semoga dapat membantu"
No Title,Anonymous,Unknown,"maaf dokter, mungkin ini terdengar konyol tapi ini serius dok. beberapa saat lalu saya kejatuhan kotoran cicak/urin cicak dan masuk ke mata saya dok. apakah hal tersebut berbahaya? mohon jawabannya dokter, terima kasih banyak.",https://www.alodokter.com/komunitas/topic/kejatuhan-kotoran-cicak-di-mata,2025-11-10T12:27:28.795492,1,dr. Yan William,"16 Maret 2017, 22:50","Hai

Belum ada penelitian yang mengatakan apa efek pasti dari kotoran cicak terhadap mata dikarenakan sangat jarang terjadi. Kotoran cicak tentunya mengandung bakteri yang dapat berisiko menimbulkan infeksi pada mata. Penanganan yang dapat dilakukan untuk mencegah infeksi antara lain:

• Segera mencuci mata dengan air bersih.

• Tidak mengucek-ngucek mata.

Segeralah periksakan ke dokter bila terdapat gejala pada mata seperti mata merah, nyeri, gatal, berair, pandangan kabur.

Semoga membantu ya. Terima kasih.

dr.Yan william"
No Title,Anonymous,Unknown,"Hallo dok, kelopak mata sebelah kiri anak saya yg berumur 2th 5bln bengkak memerah dan berair kadang saat bangun tidur lengket karena kotoran mata.
Apa obat mata yg aman untuk anak ya ?

Trimakasih",https://www.alodokter.com/komunitas/topic/kelopak-mata-bengkak-5,2025-11-10T12:27:32.859448,1,dr. Eunike Kiki M. Sitompul,"5 Februari 2017, 14:56","Hai Aiiu,

Pembengkakan yang terjadi di kelopak mata, yang disertai adanya cairan dan kotoran mata, umumnya diakibatkan oleh infeksi bakteri. Hal ini bisa didapat akibat lingkungan yang tidak beraih, atau menular dari anak lainnya atau anggota keluarga lainnya.

Kami tidak dapat menganjurkan jenis obat yang aman tanpa pemeriksaan langsung oleh dokter. Oleh karena itu kami sarankan agar:

• Ibu sering sering membersihkan bagian mata yang terkena, menggunakan saputangan lembab atau tissu sekali pakai.

• Hindarkan anak dari menggosok gosok bagian matanya sering sering

• Sering mencuci tangan baik bagi anak Anda, maupun Anda, agar mencegah penularan lebih lanjut

Semoga membantu

ÃÂ"
No Title,Anonymous,Unknown,dok apa yang harus dilakukan ketika mata terkena lem glue/lem super,https://www.alodokter.com/komunitas/topic/mata-terkena-lem-glue,2025-11-10T12:27:36.189021,1,dr. Christian Chandra,"3 Februari 2017, 21:14","Terima kasih Reza Rozikin atas pertanyaannya di forum Alodokter, lem super/lem glue merupakan lem yang umumnya mengandung bahan dasar cyanoacrylate, lem ini sifatnya cukup kuat dan biasanya digunakan untuk merekatkan berbagai jenis perkakas rumah tangga atau perabotan lainnya. Jika terkena pada mata lem ini dapat menyebabkan berbagai masalah diantaranya berupa:- perlekatan kelopak mata- gangguan pada bulu mata- iritasi pada konjungtiva (lapisan yang melapisi bola mata yang putih dan kelopak mata bagian dalam)- terkikisnya kornea (lapisan bening terluar pada mata yang melapisi bagian bola mata yang bewarna hitam)- dll

Pada kondisi dimana mata terkena lem perlu diketahui bahwa penderita diusahakan untuk segera membersihkan mata dengan air yang mengalir, lalu segera mencari pertolongan yang lebih lanjut terutama dengan dokter spesialis mata. Tindakan yang biasa dilakukan adalah berupa evaluasi bagian mata yang terkena lem. Kemudian dilakukan tindakan sesuai dengan bagian mata yang terlibat. Sebaiknya pada kasus ini tetap segera dievaluasi oleh dokter terkait sebab jika diketahui adanya keterlibatan kornea biasanya diperlukan penanganan yang lebih khusus.

Berikut artikel seputar gangguan pada mata

Sekian yang dapat saya sampaikan semoga dapat membantudr. Christian Chandra"
No Title,Anonymous,Unknown,"selamat pagi dokter.. saya Dessy umur 20th

5 bulan ini mata saya sering mengeluarkan kotoran mata yang berlebihan tapi dalam bentuk lendir. biasanya hal tersebut saya alami pas bangun tidur saja. tapi sekarang malah hari-hari saya saat bekerja pun sering begitu. saya merasa terganggu dengan hal seperti ini, saya jadi tidak efisien melakukan apapun, adakah cara alami untuk menyembuhkan nya, apa saja hal hal yang harus saya hindari, ataukah apa mungkin ini gejala katarak dok ?

terima kasih sebelumnya... :)",https://www.alodokter.com/komunitas/topic/mata-berlendir-berlebihan,2025-11-10T12:27:42.365849,1,dr. Yosephine. S.,"28 Januari 2017, 09:53","Hai Dessy,

Kotoran mata merupakan hal yang normal terjadi, akan tetapi pada beberapa kasus dimana kotoran mata terjadi secara berlebihan, hal ini tentu akan mengganggu aktivitas serta penampilan, apalagi jika kotoran mata muncul berlebihan saat berada di tempat umum. Ada 2 penyebab dari kotoran mata yang berlebih, bisa dikarenakan infeksi mata (umumnya disertai gejala lain), atau hal-hal non infeksi seperti:

• Mata terkena debu

• Asap knalpot, kebakaran, rokok

• Polusi

• Mengonsumsi makanan berminyak dan berlemak tinggi

• Sering mengucek mata

• Paparan zat kimia tertentu

• Dll

Untuk memastikan masalah yang terjadi pada mata Anda, ada baiknya berkonsultasi lebih lanjut dengan dokter spesialis mata. Jika dirasa perlu, dokter dapat memberikan antibiotik mata (kalau ada infeksi). Untuk cara alami, sayangnya tidak ada yang dapat Anda lakukan. Jika ingin menghindarinya, Anda dapat mencoba menghindari penyebab-penyebab kotoran mata yang sudah saya sampaikan diatas.

Simak juga artikel infeksi mata.

Semoga membantu,

dr. Yosephine"
No Title,Anonymous,Unknown,"selamat pagi dokter.. saya Dessy umur 20th

5 bulan ini mata saya sering mengeluarkan kotoran mata yang berlebihan tapi dalam bentuk lendir. biasanya hal tersebut saya alami pas bangun tidur saja. tapi sekarang malah hari-hari saya saat bekerja pun sering begitu. saya merasa terganggu dengan hal seperti ini, saya jadi tidak efisien melakukan apapun, adakah cara alami untuk menyembuhkan nya, apa saja hal hal yang harus saya hindari, ataukah apa mungkin ini gejala katarak dok ?

terima kasih sebelumnya... :)",https://www.alodokter.com/komunitas/topic/mata-berlendir-berlebihan,2025-11-10T12:27:42.365849,2,De**y,"1 Februari 2017, 09:01","ÃÂ Ohh,,, baiklah dok, masukannya sangat membantu sekali, terima kasih ..:)"
No Title,Anonymous,Unknown,"Malam dok . Saya Fikry . Di mata teman saya ada bintik putih kecil di kornea nya dok , teman saya sering memakai softlens mata , ada penyakit apa yang menimbulkan terjadinya bintik putih di kornea mata teman saya? Apakah ini penyebab dari memakai softlens dok?
Terima kasih.",https://www.alodokter.com/komunitas/topic/cara-mengobati-bintik-putih-kecil-yang-ada-di-kornea-mata,2025-11-10T12:27:45.740939,1,dr. Agatha Dinar,"6 Agustus 2015, 09:48","Halo,

Bintik putih yang muncul pada kornea mata, kemungkinan merupakan suatu luka atau ulkus pada kornea.

Ulkus kornea, biasanya disebabkan oleh suatu infeksi. Infeksi ini dapat dipicu oleh cedera atau perlukaan pada mata, atau erosi akibat penggunaan lensa kontak terlalu lama.

Infeksi yang dapat memicu timbulnya ulkus kornea adalah:

• Keratitis atau radang kornea yang disebabkan antara lain oleh herpes simpleks, jamur dan acanthamoeba. Infeksi acanthamoeba ini sering terjadi pada penggunaan lensa kontak.

• Mata kering

• Cedera pada mata

• Menggunakan lensa kontak yang tidak bersih/steril

• Kekurangan vitamin A

• Mata gatal

• Mata berair

• Keluar cairan atau nanah dari mata

• Rasa terbakar atau nyeri pada mata

• Mata merah

• Mata menjadi sensitif terhadap cahaya

• Peradangan pada mata

• Luka pada mata

• Air mata yang keluar terus menerus

• Pandangan kabur

• Bintik putih pada kornea

• Kelopak mata membengkak

• Keluar cairan atau nanah dari mata

• Mata sensitif terhadap cahaya

• Rasa terganjal seperti ada suatu benda asing didalam mata"
No Title,Anonymous,Unknown,"Malam dok . Saya Fikry . Di mata teman saya ada bintik putih kecil di kornea nya dok , teman saya sering memakai softlens mata , ada penyakit apa yang menimbulkan terjadinya bintik putih di kornea mata teman saya? Apakah ini penyebab dari memakai softlens dok?
Terima kasih.",https://www.alodokter.com/komunitas/topic/cara-mengobati-bintik-putih-kecil-yang-ada-di-kornea-mata,2025-11-10T12:27:45.740939,2,e*a,"24 September 2016, 05:22",Apakah harus trapantalasi dok jika sudah terjadi uklus yk berat.....
No Title,Anonymous,Unknown,"Malam dok . Saya Fikry . Di mata teman saya ada bintik putih kecil di kornea nya dok , teman saya sering memakai softlens mata , ada penyakit apa yang menimbulkan terjadinya bintik putih di kornea mata teman saya? Apakah ini penyebab dari memakai softlens dok?
Terima kasih.",https://www.alodokter.com/komunitas/topic/cara-mengobati-bintik-putih-kecil-yang-ada-di-kornea-mata,2025-11-10T12:27:45.740939,3,D*a,"23 Oktober 2016, 22:51",Maaf dok. Jika kita langsung konsul ke dokter mata tentang infeksi kornea mata akibat soft lens itu biaya nya mahal tidak? Kira-kira mencapai berapa dok?
No Title,Anonymous,Unknown,"Malam dok . Saya Fikry . Di mata teman saya ada bintik putih kecil di kornea nya dok , teman saya sering memakai softlens mata , ada penyakit apa yang menimbulkan terjadinya bintik putih di kornea mata teman saya? Apakah ini penyebab dari memakai softlens dok?
Terima kasih.",https://www.alodokter.com/komunitas/topic/cara-mengobati-bintik-putih-kecil-yang-ada-di-kornea-mata,2025-11-10T12:27:45.740939,4,fb*********t,"24 November 2016, 21:24",Dok dimata saya ada bintik putih dok dan saya mengalami gejala diatas cuman tidak sampai keluar nanah cuman mata kaya ada sesuatu yang mengganjal dan akhirnya keluar air mata. Padahal saya pakai soflents cuma 2x aja itu ajah udah lama. Ini gimana ya dok.
No Title,Anonymous,Unknown,"Malam dok . Saya Fikry . Di mata teman saya ada bintik putih kecil di kornea nya dok , teman saya sering memakai softlens mata , ada penyakit apa yang menimbulkan terjadinya bintik putih di kornea mata teman saya? Apakah ini penyebab dari memakai softlens dok?
Terima kasih.",https://www.alodokter.com/komunitas/topic/cara-mengobati-bintik-putih-kecil-yang-ada-di-kornea-mata,2025-11-10T12:27:45.740939,5,Ca*****e,"24 November 2016, 21:34","Slmt malam dok, sebelumnya saya ingin bertanya, dok saya mempunya riwayat asma dan asma saya kambuh setiap kedinginan.. Saat ini saya merasakan sesak nafas , nafas sya tidak tuntas dan sering keluar dari mulut itu sangat mengganggu. Apa solusinya dok"
No Title,Anonymous,Unknown,"salam kenal dr saya wandi saya punya anak umur 6th sudah lama pada mata anak saya selalu gatal dan perih dan selalu keluar kotoran mata yg cukup banyak di saat siang ataupun di saat bangun tidur,,, disaat tidur air matanya akan mengering dan lengkat pada mata anak saya ,, diagnosa awal kata dr mata adalah alergi pada debu dan akan pulih di saat dia dewasa ,, apa benar itu dr ? terimakasih atas perhatian dan jawabbannnya.",https://www.alodokter.com/komunitas/topic/jenis-sakit-mata-apa-ini,2025-11-10T12:27:49.875312,1,dr. Jati Satriyo,"14 Agustus 2016, 14:10","Halo Jibran.....

Terimakasih atas pertanyaan Anda.

YA, bisa saja kondisi yang dialami oleh Anda Anda merupakan keluhan mata gatal akibat alergi.

Mata akan terasa gatal apabila terpapar benda - benda kecil seperti debu, kotoran, tungau, dan bulu hewan yang bisa memicu alergi.

Jika benda - benda kecil tersebut mennyentuh konjungtiva ( selaput lendir pelapis bagian putih mata ), maka sistem kekebalan tubuh akan keliru mengenalinya. Sistem imun kemudian bereaksi dengan membuat antibodi yang menyebabkan mata melepaskan at histamin dan senyawa kimia lain, sehingga akhir nya timbul :

• Mata gatal

• Merah pada mata

• Mata yang berair

• terasa sakit atau terbakar

• Sensitif terhadap cahaya

• bengkak

• dll."
No Title,Anonymous,Unknown,"dok saya mau tanya....mata sebelah kiri saya merah,,,terus ada bintik putih yang menutupi bola mata saya pandangan jadi kabur sebelah,,,,,rasanya sakit sekali tidak bisa melihat sinar matahari silau sekali...itu penyakit apa dan bagaimana cara menanggulanginya,,

terima kasih",https://www.alodokter.com/komunitas/topic/solusi-terbaik-buat-mata,2025-11-10T12:27:53.247992,1,dr. Debby Phanggestu,"26 Mei 2015, 17:08","Hai,

Mata kiri yang merah tersebut kemungkinan disebabkan oleh :

• Konjungtivitis (infeksi/peradangan pada konjungtiva)

• Keratokonjungtivitis (infeksi pada kornea dan konjungtiva)

• Mata kering/dry eyes

• Trauma pada mata

• dan lain-lain

• Menggunakan kacamata yang melindungi dari sinar UV sehingga dapat mengurangi silau apabila melihat cahaya matahari (dapat juga dengan menggunakan topi)

• Hindari mengucek/menggosok mata

• Sebaiknya hindari pemakaian make up/kontak lens/bulu mata palsu pada area mata

• Cuci tangan dengan sabun antiseptik sehabis menyentuh mata yang merah tersebut

• Konsumsi obat minum/tetes mata sesuai anjuran dokter yang memeriksa Anda"
No Title,Anonymous,Unknown,"dok saya mau tanya....mata sebelah kiri saya merah,,,terus ada bintik putih yang menutupi bola mata saya pandangan jadi kabur sebelah,,,,,rasanya sakit sekali tidak bisa melihat sinar matahari silau sekali...itu penyakit apa dan bagaimana cara menanggulanginya,,

terima kasih",https://www.alodokter.com/komunitas/topic/solusi-terbaik-buat-mata,2025-11-10T12:27:53.247992,2,Ch****l,"30 Oktober 2015, 08:49","alo saudara irhaa maaf sebelumnya sudah mampir di postingan anda.. dan alo docter,,,
saya ingin tanya docter, apakah diperbolehkan meneteskan cairan rendaman bunga kitolod pada penderita rabun jauh? sekian terimakasih"
No Title,Anonymous,Unknown,"dok saya mau tanya....mata sebelah kiri saya merah,,,terus ada bintik putih yang menutupi bola mata saya pandangan jadi kabur sebelah,,,,,rasanya sakit sekali tidak bisa melihat sinar matahari silau sekali...itu penyakit apa dan bagaimana cara menanggulanginya,,

terima kasih",https://www.alodokter.com/komunitas/topic/solusi-terbaik-buat-mata,2025-11-10T12:27:53.247992,3,Fa***l,"21 Juni 2016, 15:48","Assalamualaikum mas irhaa.

Apabila anda sedang mencari solusi terbaik untuk masalah kesehatan mata anda, sebaiknya anda coba suplemen herbal berbahan alami ini pak untuk kesehatan mata anda, walaupun terbilang cukup mahal, namun hal ini sebetulnya jangan menghalangi usaha maksimal bapak untuk mencapai kesehatan mata, silahkan cek informasinya disini pak, solusi herbal alami untuk kesehatan mata. Suplemen ini juga bisa menjadi terapi bagi anda yang menderita rabun jauh.

Tidak hanya itu sebaiknya anda juga memperhatikan asupan makanan untuk membantu kesehatan mata anda, disini pak informasinya 11 makanan sehat untuk kesehatan mata.

Namun harus di yakini pak, kesembuhan datang dari alloh swt (untuk muslim). Kita hanya berikhtiar saja semaksimal mungkin, yang menyelesaikan alloh swt. Dengan memperkuat iman serta memperbanyak amal sholeh, maka cara ini adalah yang terbaik untuk mencegah datangnya penyakit dan menyembuhkan penyakit yang hakikatnya ujian dari alloh swt.

Terimakasih banyak... Semoga membantu."
No Title,Anonymous,Unknown,"Selamat siang dok...
Saya mau tanya kalo bintik putih pada mata itu karena apa? Tahun 2012 saya pertama kali mengalami ini..saya langsung ke katarak center..sama dokternya dikasih tetes mata merek cravit dan diagnosa nya karna ada bakteri..mata sembuh..lalu th 2014 saya terkena lagi tetapi ganti mata kanan..sebelumnya mata kiri..saya tetesin pake tetes mata itu lagi..dan sudah 2 hari ini saya terkena lagi..mata kanan...yg saya tanyakan seberapa bahaya kalo ada bintik putih di bagian hitam mata?penyebabnya apa?terimakasih dok...",https://www.alodokter.com/komunitas/topic/bintik-putih-pada-mata,2025-11-10T12:27:57.449072,1,dr. Tri Permatadewi,"28 Mei 2015, 10:53","Halo Meli,

Bintik putih pada mata merupakan kondisi yang tidak lazim terjadi. Ada beberapa penyebab yang menimbulkan keluhan munculnya bintik putih pada mata seperti :

• Infeksi bakteri

• Infeksi parasit

• Katarak

• Coloboma

• Retinoblastoma

• Dll"
